category,save_array,save_index,towersmith_field,display_name,import_mapped,notes
relic,relicsUnlocked,62,relicOwnedIds (includes prismatic_shard),Prismatic Shard,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,63,relicOwnedIds (includes refraction_array),Refraction Array,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,64,relicOwnedIds (includes cobweb),Cobweb,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,65,relicOwnedIds (includes the_fly),The Fly,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,66,relicOwnedIds (includes clip_ons),Clip Ons,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,67,relicOwnedIds (includes code_stream),Code Stream,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,68,relicOwnedIds (includes summit_starlight),Summit Starlight,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,69,relicOwnedIds (includes mountain_goat),Mountain Goat,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,70,relicOwnedIds (includes hook),Hook,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,71,relicOwnedIds (includes fish),Fish,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,72,relicOwnedIds (includes gale_winds),Gale Winds,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,73,relicOwnedIds (includes flying_house),Flying House,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,74,relicOwnedIds (includes rain_jacket),Rain Jacket,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,75,relicOwnedIds (includes cloud_lightning),Cloud Lightning,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,76,relicOwnedIds (includes rabies),Rabies,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,77,relicOwnedIds (includes ebola),Ebola,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,78,relicOwnedIds (includes anubis),Anubis,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,79,relicOwnedIds (includes sphinx),Sphinx,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,80,relicOwnedIds (includes 4th_tower_birthday),4th Tower Birthday,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,81,relicOwnedIds (includes 5th_tower_birthday),5th Tower Birthday,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,82,relicOwnedIds (includes 6th_tower_birthday),6th Tower Birthday,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,83,relicOwnedIds (includes remote_control),Remote Control,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,84,relicOwnedIds (includes cathode_ray_tube),Cathode Ray Tube,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,85,relicOwnedIds (includes t_xvi_quantum),T:XVI Quantum,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,86,relicOwnedIds (includes t_xvii_nebula),T:XVII Nebula,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,87,relicOwnedIds (includes t_xviii_singularity),T:XVIII Singularity,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,88,relicOwnedIds (includes comet),Comet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,89,relicOwnedIds (includes planetary_rings),Planetary Rings,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,90,relicOwnedIds (includes lava_flow),Lava Flow,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,91,relicOwnedIds (includes ash_cloud),Ash Cloud,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,92,,Relic enum 92,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,93,,Relic enum 93,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,94,relicOwnedIds (includes tea_ceremony),Tea Ceremony,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,95,relicOwnedIds (includes kimono),Kimono,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,96,relicOwnedIds (includes acorn),Acorn,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,97,relicOwnedIds (includes scarf),Scarf,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,98,relicOwnedIds (includes cauldron),Cauldron,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,99,relicOwnedIds (includes witch_hat),Witch Hat,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,100,relicOwnedIds (includes abduction_room),Abduction Room,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,101,relicOwnedIds (includes crop_circle),Crop Circle,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,102,relicOwnedIds (includes legend_badge),Legend Badge,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,103,relicOwnedIds (includes icicle),Icicle,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,104,relicOwnedIds (includes sleigh_bell),Sleigh Bell,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,105,relicOwnedIds (includes koi_fish),Koi Fish,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,106,relicOwnedIds (includes bonsai_tree),Bonsai Tree,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,107,relicOwnedIds (includes power_glove),Power Glove,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,108,relicOwnedIds (includes arcade_token),Arcade Token,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,109,relicOwnedIds (includes lunar_cat_paw),Lunar Cat Paw,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,110,relicOwnedIds (includes pet_cat),Pet Cat,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,111,relicOwnedIds (includes confetti_ball),Confetti Ball,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,112,relicOwnedIds (includes party_mask),Party Mask,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,113,relicOwnedIds (includes falling_apple),Falling Apple,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,114,relicOwnedIds (includes 3_body_solution),3 Body Solution,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,115,relicOwnedIds (includes coral_crown),Coral Crown,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,116,relicOwnedIds (includes angler_fish),Angler Fish,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,117,relicOwnedIds (includes haunted_mirror),Haunted Mirror,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,118,relicOwnedIds (includes shadow_puppet),Shadow Puppet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,119,relicOwnedIds (includes temporal_rift),Temporal Rift,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,120,relicOwnedIds (includes dream_clock),Dream Clock,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,121,relicOwnedIds (includes pulsar_core),Pulsar Core,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,122,relicOwnedIds (includes light_speedometer),Light Speedometer,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,123,relicOwnedIds (includes ufo_beam),UFO Beam,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,124,relicOwnedIds (includes alien_egg),Alien Egg,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,125,relicOwnedIds (includes hourglass),Hourglass,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,126,relicOwnedIds (includes time_compass),Time Compass,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,127,relicOwnedIds (includes whispering_web),Whispering Web,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,128,relicOwnedIds (includes cursed_candle),Cursed Candle,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,129,relicOwnedIds (includes quantum_drive),Quantum Drive,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,130,relicOwnedIds (includes photon_blade),Photon Blade,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,131,relicOwnedIds (includes abduction_signal),Abduction Signal,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,132,relicOwnedIds (includes monolith),Monolith,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,133,relicOwnedIds (includes throne),Throne,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,134,relicOwnedIds (includes crown),Crown,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,135,relicOwnedIds (includes bloom_burst),Bloom Burst,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,136,relicOwnedIds (includes candy_core),Candy Core,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,137,relicOwnedIds (includes mystic_bunny_1),Mystic Bunny[1],yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,138,relicOwnedIds (includes magic_egg),Magic Egg,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,139,relicOwnedIds (includes infinite_ruler),Infinite Ruler,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,140,relicOwnedIds (includes do_while_true),Do While True,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,141,relicOwnedIds (includes pi_seal),Pi Seal,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,142,relicOwnedIds (includes psychohistorian_brain),Psychohistorian Brain,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,143,relicOwnedIds (includes fancy_wires),Fancy Wires,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,144,relicOwnedIds (includes mech_head),Mech Head,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,145,relicOwnedIds (includes safe_path),Safe Path,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,146,relicOwnedIds (includes shining_light),Shining Light,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,147,relicOwnedIds (includes eternal_quest),Eternal Quest,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,148,relicOwnedIds (includes nature_s_wrath),Nature's Wrath,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,149,relicOwnedIds (includes rlyeh),Rlyeh,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,150,relicOwnedIds (includes madness_induced),Madness Induced,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,151,relicOwnedIds (includes cosmic_freedom),Cosmic Freedom,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,152,relicOwnedIds (includes gnosis),Gnosis,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,153,relicOwnedIds (includes honey_jar),Honey Jar,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,154,relicOwnedIds (includes heavenly_sweet),Heavenly Sweet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,155,relicOwnedIds (includes honey_society),Honey Society,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,156,relicOwnedIds (includes the_queen),The Queen,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,157,relicOwnedIds (includes duck),Duck,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,158,relicOwnedIds (includes grass),Grass,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,159,relicOwnedIds (includes wind),Wind,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,160,relicOwnedIds (includes lilies),Lilies,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,161,relicOwnedIds (includes plasma_globe),Plasma Globe,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,162,relicOwnedIds (includes plasma_vortex),Plasma Vortex,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,163,relicOwnedIds (includes plasma_cell),Plasma Cell,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,164,relicOwnedIds (includes plasma_chamber),Plasma Chamber,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,165,relicOwnedIds (includes floppy_disk),Floppy Disk,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,166,relicOwnedIds (includes magic_cube),Magic Cube,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,167,relicOwnedIds (includes retro_camera),Retro Camera,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,168,relicOwnedIds (includes night_city),Night City,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,169,relicOwnedIds (includes fisherman_set),Fisherman Set,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,170,relicOwnedIds (includes sunset_boat),Sunset Boat,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,171,relicOwnedIds (includes good_catch),Good Catch,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,172,relicOwnedIds (includes river_of_plenty),River Of Plenty,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,173,relicOwnedIds (includes model_training),Model Training,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,174,relicOwnedIds (includes gnosis),Gnosis,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,175,relicOwnedIds (includes tower_agent),Tower Agent,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,176,relicOwnedIds (includes fake_reality),Fake Reality,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,177,relicOwnedIds (includes breaking_news),Breaking News,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,178,relicOwnedIds (includes globalization),Globalization,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,179,relicOwnedIds (includes no_signal),No Signal,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,180,relicOwnedIds (includes antenna),Antenna,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,181,relicOwnedIds (includes brunch),Brunch,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,182,relicOwnedIds (includes dry_leaves),Dry Leaves,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,183,relicOwnedIds (includes glowing_mushrooms),Glowing Mushrooms,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,184,relicOwnedIds (includes warm_clothes),Warm Clothes,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,185,relicOwnedIds (includes let_s_mix),Let's Mix,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,186,relicOwnedIds (includes night_life),Night Life,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,187,relicOwnedIds (includes t_xix_atomic),T:XIX Atomic,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,188,relicOwnedIds (includes t_xx_cyber),T:XX Cyber,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,189,relicOwnedIds (includes t_xxi_eclipse),T:XXI Eclipse,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,190,relicOwnedIds (includes world_domination),World Domination,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,191,relicOwnedIds (includes brave_heroes),Brave Heroes,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,192,relicOwnedIds (includes vr),VR,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,193,relicOwnedIds (includes holographic_ads),Holographic Ads,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,194,relicOwnedIds (includes tech_weapon),Tech Weapon,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,195,relicOwnedIds (includes cybernetics),Cybernetics,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,196,relicOwnedIds (includes explorer_s_helmet),Explorer's Helmet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,197,relicOwnedIds (includes miner_s_tool),Miner's Tool,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,198,relicOwnedIds (includes crystals_bag),Crystals Bag,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,199,relicOwnedIds (includes full_minecart),Full Minecart,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,200,relicOwnedIds (includes hapiness_balloons),Happiness Balloons,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,201,relicOwnedIds (includes delicious_food),Delicious Food,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,202,relicOwnedIds (includes amazing_prizes),Amazing Prizes,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,203,relicOwnedIds (includes carousel_of_joy),Carousel Of Joy,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,204,relicOwnedIds (includes bouquet),Bouquet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,205,relicOwnedIds (includes lovely_gift),Lovely Gift,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,206,relicOwnedIds (includes love_letter),Love Letter,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,207,relicOwnedIds (includes pierced_heart),Pierced Heart,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,208,relicOwnedIds (includes good_hunting),Good Hunting,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,209,relicOwnedIds (includes spider_vision),Spider Vision,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,210,relicOwnedIds (includes spider_poison),Spider Poison,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,211,relicOwnedIds (includes spider_forest),Spider Forest,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,212,relicOwnedIds (includes pinball),Pinball,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,213,relicOwnedIds (includes to_infinity),To Infinity,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,214,relicOwnedIds (includes let_s_play),Let's Play,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,215,relicOwnedIds (includes enemies),Enemies,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,216,relicOwnedIds (includes snow_globe),Snow Globe,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,217,relicOwnedIds (includes winter_gloves),Winter Gloves,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,218,relicOwnedIds (includes snowflake),Snowflake,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,219,relicOwnedIds (includes wreath),Wreath,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,220,relicOwnedIds (includes party_popper),Party Popper,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,221,relicOwnedIds (includes champagne),Champagne,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,222,relicOwnedIds (includes firework_rocket),Firework Rocket,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,223,relicOwnedIds (includes gift_box),Gift Box,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,224,relicOwnedIds (includes sky_s_curtain),Sky's Curtain,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,225,relicOwnedIds (includes solar_flare),Solar Flare,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,226,relicOwnedIds (includes northern_mountains),Northern Mountains,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,227,relicOwnedIds (includes cosmic_impact),Cosmic Impact,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,228,relicOwnedIds (includes sudden_attack),Sudden Attack,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,229,relicOwnedIds (includes alien_experiment),Alien Experiment,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,230,relicOwnedIds (includes crop_circles),Crop Circles,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,231,relicOwnedIds (includes alien_implants),Alien Implants,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,232,relicOwnedIds (includes blood_monster),Blood Monster,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,233,relicOwnedIds (includes glimpse_of_despair),Glimpse Of Despair,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,234,relicOwnedIds (includes star_path),Star Path,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,235,relicOwnedIds (includes star_planet),Star Planet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,236,relicOwnedIds (includes ancient_times),Ancient Times,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,237,relicOwnedIds (includes space_distortion),Space Distortion,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,238,relicOwnedIds (includes clock_tower),Clock Tower,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,239,relicOwnedIds (includes time_travel),Time Travel,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,240,relicOwnedIds (includes lighthouse),Lighthouse,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,241,relicOwnedIds (includes night_shark),Night Shark,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,242,relicOwnedIds (includes sailing_at_night),Sailing At Night,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,243,relicOwnedIds (includes moonlight),Moonlight,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,244,relicOwnedIds (includes festival_lanterns),Festival Lanterns,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,245,relicOwnedIds (includes ramen),Ramen,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,246,relicOwnedIds (includes forest_temple),Forest Temple,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,247,relicOwnedIds (includes tori),Tori,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,248,relicOwnedIds (includes broken_security),Broken Security,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,249,relicOwnedIds (includes research_object),Research Object,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,250,relicOwnedIds (includes digital_disaster),Digital Disaster,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,251,relicOwnedIds (includes instability),Instability,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,252,relicOwnedIds (includes elemental_explosion),Elemental Explosion,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,253,relicOwnedIds (includes quasar),Quasar,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,254,relicOwnedIds (includes perfect_catch),Perfect Catch,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,255,relicOwnedIds (includes collector_s_spirit),Collector's Spirit,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,256,relicOwnedIds (includes nature_s_fury),Nature's Fury,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,257,relicOwnedIds (includes natural_fire),Natural Fire,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,258,relicOwnedIds (includes big_tornado),Big Tornado,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,259,relicOwnedIds (includes storm_planet),Storm Planet,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,260,relicOwnedIds (includes synapse),Synapse,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,261,relicOwnedIds (includes brain_net),Brain Net,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,262,relicOwnedIds (includes neural_network),Neural Network,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,263,relicOwnedIds (includes body_control),Body Control,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,264,relicOwnedIds (includes viral_infection),Viral Infection,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,265,relicOwnedIds (includes personal_care),Personal Care,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,266,relicOwnedIds (includes immunization),Immunization,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,267,relicOwnedIds (includes global_threat),Global Threat,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,268,,Relic enum 268,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,269,,Relic enum 269,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,270,,Relic enum 270,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,271,,Relic enum 271,no,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,272,relicOwnedIds (includes magic_cards),Magic Cards,yes,value 2 = owned; index is Il2Cpp Relic enum
relic,relicsUnlocked,273,relicOwnedIds (includes dangerous_tricks),Dangerous Tricks,yes,value 2 = owned; index is Il2Cpp Relic enum
theme_owned,towerUnlocked,0,themes.ownedIds (tower-shuriken),tower-shuriken,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,1,themes.ownedIds (tower-donut),tower-donut,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,2,themes.ownedIds (tower-yin-yang),tower-yin-yang,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,3,themes.ownedIds (tower-smile),tower-smile,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,4,themes.ownedIds (tower-butterfly),tower-butterfly,yes,selected: selectedTower/Background/Menu/ProfileBanner
theme_owned,towerUnlocked,5,themes.ownedIds (tower-sheep),tower-sheep,yes,selected: selectedTower/Background/Menu/ProfileBanner
